word,researcher,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,197576,197677,197778,197879,197980,1980,198081,198182,198283,198384,198485,198586,198687,198788,198889,198990,199091,199192,199293,199394,199495,199596,199697,199798,199899,19992000,200001,200102,200203,200304,200405,200506,200607,200708,200809,200910,201011,201112,201213,201314,201415,201516,201617,201718,201819,201920,202021
invandring, miriam,1,2,0,0,1,0,1,31,7,0,7,1,5,1,1,0,1,7,6,8,0,1,0,0,3,1,7,16,0,0,1,0,0,0,1,0,0,2,1,3,0,1,2,1,4,49,75,12,22,12,16,17,17,13,3,7,2,48,13,13,40,0,33,26,28,13,51,52,45,43,49,27,39,22,30,18,17,26,20,16,23,40,33,22,31,30,17,20,28,38,27,60,125,118,80,112,60,75,73,47,34,63,25
invandringen, miriam,2,0,0,0,0,1,3,17,3,0,1,2,0,1,0,0,0,2,0,4,0,0,0,3,1,1,0,4,1,0,2,1,0,0,0,0,3,1,0,4,0,0,2,0,0,35,90,6,26,7,21,23,18,15,2,8,0,12,17,19,86,0,92,36,25,12,21,26,8,12,11,27,15,28,14,12,14,19,13,28,7,18,15,7,16,15,10,5,7,7,16,28,113,115,75,83,78,53,33,31,31,45,13
invandringens, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,2,1,0,0,0,0,2,2,5,7,0,6,1,3,1,1,0,2,1,3,0,0,5,1,2,1,2,0,2,0,2,1,1,1,0,0,0,0,0,2,0,5,19,7,2,2,4,1,10,4,1,1
-invandring, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invandrings-,miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,16,4,30,13,11,11,2,4,3,4,2,6,4,1,0,0,2,2,18,7,10,4,8,3,5,1,6,1,0
migration, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,1,0,2,0,1,5,2,3,2,1,1,3,1,12,15,23,21,23,23,15,18,31,31,54,47,61,46,69,97,64,99,83,96,78,62,10
migrationen, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,2,1,0,0,0,0,2,2,0,1,1,1,1,2,0,1,1,5,2,4,5,1,8,11,11,9,15,12,20,7,18,11,38,21,43,26,14,5
migrationens,miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,1,9,4,4,5,5,10,3,2,2,6,3,2,0
immigration, miriam,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,3,1,0,0,1,0,0,1,1,0,1,1,3,3,3,2,1,0,0,0,0,1,0,0,4,0,4,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,5,2,2,0,1,0,0,0,1,1,0,0,0,0,0,4,1,0,1,2,2,0,0
immigrationen, miriam,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,3,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0
immigrationens, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invandrare, miriam,1,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,27,13,23,26,74,66,210,190,151,89,139,91,233,212,301,0,272,200,111,102,233,204,190,169,187,319,80,212,190,198,209,232,174,163,122,209,192,228,318,193,142,140,211,121,85,76,284,220,172,142,102,87,67,97,47,76,12
invandraren, miriam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,17,2,0,2,1,1,8,0,8,0,9,10,1,3,13,6,2,1,3,11,0,2,2,0,0,3,2,2,2,3,7,2,3,5,0,2,0,0,0,0,4,1,1,0,2,0,1,0,1,0,1
invandrarna, miriam,0,0,0,0,1,0,0,1,1,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8,21,9,18,15,50,42,71,50,30,53,48,32,146,98,227,0,100,102,58,46,96,93,71,26,27,77,16,61,44,46,44,45,29,22,6,30,35,18,50,17,11,9,12,10,4,4,16,15,14,7,1,6,3,6,3,2,1
invandrares, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,6,14,5,4,9,0,15,20,19,0,17,14,26,4,22,9,2,41,25,47,6,4,12,5,16,11,15,14,10,14,18,30,35,23,19,8,20,8,7,19,18,8,3,15,7,18,36,13,14,12,0
invandrarens, miriam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,0,1,1,2,0,0,0,2,0,4,1,0,0,3,2,0,0,0,3,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
invandrarnas, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,5,19,4,29,17,29,18,17,23,29,34,94,59,136,0,45,55,41,35,50,87,35,27,30,51,9,20,34,22,28,34,18,19,9,22,16,21,27,13,8,7,5,1,0,0,9,8,8,7,3,3,1,0,1,2,0
utlänning, miriam,16,8,7,5,0,1,1,34,10,2,10,11,12,3,13,1,12,18,44,2,4,4,5,17,7,8,7,4,5,7,23,5,9,15,15,5,10,10,5,7,13,12,10,0,8,9,17,33,21,14,10,23,10,76,13,5,40,3,22,3,30,0,27,13,7,16,23,19,8,13,30,18,25,9,20,25,20,5,15,12,10,17,6,6,5,6,2,6,7,2,7,7,27,16,17,17,5,9,5,13,8,5,3
utlänningen, miriam,1,4,0,1,0,0,1,5,1,1,2,1,1,1,7,0,2,7,1,0,0,2,1,20,1,2,4,2,0,2,1,4,1,0,7,0,0,0,0,2,2,1,1,0,1,4,3,6,3,9,1,1,2,13,2,0,9,1,17,2,30,0,13,10,8,4,12,10,16,6,36,14,38,13,10,18,16,7,10,7,8,15,2,10,11,2,0,6,4,1,1,11,15,12,7,9,1,7,4,7,1,2,0
utlänningarna, miriam,1,1,0,7,2,8,0,8,3,4,5,6,6,1,3,2,8,5,2,5,0,4,4,13,5,7,17,4,12,7,6,2,4,5,35,5,0,0,1,7,0,11,1,3,2,32,16,6,12,4,8,5,1,1,0,0,2,0,1,2,1,0,0,0,1,0,1,1,1,3,2,2,3,0,1,3,0,3,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
utlänningars, miriam,12,2,8,3,3,2,4,18,9,1,6,3,1,1,11,1,6,0,2,2,1,0,1,27,1,1,1,1,1,1,1,1,2,1,1,3,2,1,16,1,0,0,6,0,6,3,2,2,6,0,0,3,4,1,2,0,4,1,2,0,2,0,0,0,5,15,18,38,8,13,6,12,4,5,9,3,2,3,2,3,0,0,3,2,0,0,0,0,3,1,0,1,1,4,0,2,0,1,2,0,0,0,0
utlänningens, miriam,1,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,3,1,1,0,3,0,2,0,2,0,1,2,2,3,3,8,0,8,0,3,0,1,0,5,4,8,4,9,1,2,3,14,1,1,1,2,2,0,1,3,1,0,1,0,0,0,4,5,4,3,1,1,3,0,6,2,0,0
utlänningarnas, miriam,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,2,1,0,4,3,2,2,0,1,2,1,6,1,0,0,3,1,1,7,2,3,3,10,7,5,12,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utrikes_födda, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utländsk_bakgrund, miriam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,johan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,3,2,10,1,5,7,2,4,3,0,2,3,1,1,8,2,7,0,8,9,10,2,10,3,1,3,1,5,5,5,2,4,3,1,4,8,1,9,6,2,9,11,3,3,1,1,2,3,6,1,6,4,3,1,0,0,0,1,0
media,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,5,9,21,9,30,6,13,7,14,6,2,1,2,0,3,6,3,0,6,7,3,9,16,10,8,28,12,27,30,64,58,28,11,2,2,4,1,3,4,3,2,0,1,1,1,4,0,3,2,11,1,4,13,8,2,3,4,3,4
medial,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,1,4,3,4,6,4,1,0,2,5,3,4,2,5,9,2,10,9,3,5,3,9,6,1
mediala,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,7,4,5,4,14,13,9,10,11,3,5,5,4,9,10,13,11,8,7,4,10,8,12,19,3
medialt,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,5,3,2,4,3,1,3,6,7,4,5,9,8,4,8,6,4,5,5,3,8,1,6,5,1
medias,johan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,5,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0
medier,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,2,0,0,2,3,1,2,1,3,1,3,3,9,0,4,16,18,7,21,7,7,22,7,12,21,24,19,38,43,32,43,60,63,53,80,79,71,67,97,77,68,81,43,73,98,96,66,116,59,136,120,183,105,229,34
