word,researcher,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,197576,197677,197778,197879,197980,1980,198081,198182,198283,198384,198485,198586,198687,198788,198889,198990,199091,199192,199293,199394,199495,199596,199697,199798,199899,19992000,200001,200102,200203,200304,200405,200506,200607,200708,200809,200910,201011,201112,201213,201314,201415,201516,201617,201718,201819,201920,202021
mediers,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,1,2,0,1,0,3,3,4,2,1,1,1,1,1,0,0,2,2,2,2,4,1,6,9,10,2,6,0
mediernas,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,6,2,4,1,0,1,1,3,2,4,6,4,13,9,7,10,11,12,33,25,16,16,27,20,8,14,10,13,25,11,19,16,14,14,17,16,14,42,12
mediet,johan,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,2,1,2,1,1,1,0,0,1,2,0,1,0,0,4,3,4,3,1,0,1,1,3,2,1,0,2,3,2,2,2,0,8,3,3,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
mediets,johan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massmedium,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,9,4,2,3,1,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
massmedia,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,8,12,20,34,58,87,108,107,117,100,104,94,91,39,83,45,105,178,161,1,123,131,157,150,164,132,171,144,116,135,152,152,94,40,5,3,4,1,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
massmedial,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,2,11,3,2,2,3,4,2,5,3,2,3,3,2,1,3,3,1,1,2,2,2,2,0,1,1,0,2,1,1,3,0,0,0,1,1,0,0,0
massmediala,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,1,0,10,7,8,4,2,3,5,11,8,8,6,7,4,2,3,4,14,6,4,4,3,2,3,4,3,1,2,0,0,2,0,0,0,0,1,1,0,0,0
massmedialt,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,5,0,1,2,1,4,5,3,4,2,0,3,1,6,2,3,11,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0
massmedias,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,5,6,9,8,39,35,49,23,16,20,21,3,7,7,4,31,29,0,14,9,14,22,21,8,14,11,13,15,10,9,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massmedier,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,4,1,2,1,5,8,6,3,9,4,3,6,1,0,10,11,9,11,2,2,5,5,6,6,0,3,19,30,16,13,14,7,11,9,19,18,7,7,11,8,3,5,5,6,2,4,2,2,4,2,1,3,0,2,0
massmediernas,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,2,0,0,2,17,9,13,3,20,2,4,8,6,0,6,5,5,10,3,6,7,1,6,1,3,1,6,4,1,13,6,11,3,6,7,5,3,3,6,1,1,3,0,5,4,0,0,1,0,0,0,0,1,3,0
massmediet,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massmediets,johan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
information, fredrik,3,2,0,4,5,0,0,4,5,1,1,2,4,1,5,3,3,5,6,7,30,9,8,18,4,18,35,10,11,84,44,16,9,18,29,63,13,47,47,22,17,53,80,128,120,183,247,322,373,735,639,671,647,591,591,311,586,286,586,671,569,4,535,566,417,531,580,724,619,663,688,914,731,738,819,641,621,455,634,729,578,780,680,723,563,697,852,779,599,912,757,805,673,653,601,756,429,577,646,856,269,528,95
informations, fredrik,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,13,1,2,2
informationen, fredrik,0,0,0,1,2,0,1,0,11,0,0,0,1,0,1,0,1,0,0,2,6,1,1,5,0,0,4,1,2,32,2,2,1,2,3,1,3,2,3,5,2,6,8,39,19,67,53,85,133,210,158,209,159,101,111,67,127,81,149,125,177,0,95,137,89,139,147,180,131,174,121,125,111,124,156,133,92,77,134,133,82,158,114,112,83,137,144,126,119,180,142,149,116,120,88,123,77,100,85,144,36,88,9
informationens, fredrik,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,2,0,3,4,2,6,1,3,0,0,1,2,1,4,15,0,3,0,6,1,1,3,1,0,1,1,0,5,3,0,5,0,2,0,0,1,1,2,0,0,0,0,0,3,3,1,0,0,1,1,1,0,0,0,0,0,0
informationer, fredrik,2,3,1,0,4,0,3,2,1,5,5,3,4,5,9,3,10,5,0,20,55,10,18,18,8,33,31,5,35,26,25,32,26,18,70,33,33,20,36,41,28,36,37,65,77,58,61,78,97,106,91,56,57,60,63,28,46,13,34,47,32,1,38,45,29,32,19,28,20,30,18,25,21,23,25,16,12,10,2,11,6,6,8,3,6,4,4,10,4,7,1,0,4,4,6,2,0,1,1,2,0,1,0
informationers, fredrik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
informationerna, fredrik,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,3,0,2,3,0,2,2,2,1,4,0,4,2,0,5,2,1,0,4,4,0,2,1,4,4,2,1,6,3,11,5,4,5,8,1,1,5,1,1,3,0,0,1,1,2,3,2,2,0,0,1,1,1,2,0,3,2,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
informationernas, fredrik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upplysningar, fredrik,101,136,119,107,93,69,104,86,89,115,121,95,127,87,87,66,86,71,69,133,121,107,92,114,112,157,175,91,146,131,123,136,117,104,151,149,94,88,104,101,106,95,114,156,161,137,93,136,100,155,107,102,114,104,80,45,81,37,52,63,48,0,58,43,56,59,44,34,51,60,50,44,44,20,34,22,18,14,33,20,14,16,20,17,11,12,22,22,20,21,31,13,12,17,18,11,16,15,39,4,8,10,1
upplysningars, fredrik,6,2,0,11,0,2,0,1,0,2,1,2,1,0,3,1,0,0,2,0,1,0,1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upplysningarna, fredrik,1,6,3,3,0,2,5,2,2,5,12,5,7,2,3,3,5,2,4,4,8,5,1,10,1,8,5,2,1,9,6,4,5,6,7,3,3,4,5,1,6,6,3,8,8,4,5,4,6,5,2,9,6,5,2,1,5,2,3,3,2,0,5,1,1,2,1,0,1,1,0,1,0,0,2,1,1,1,2,1,1,0,2,1,0,1,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0
upplysningarnas, fredrik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upplysning, fredrik,96,149,164,104,60,62,81,116,97,122,128,120,109,92,122,70,59,60,78,92,76,75,96,103,79,116,109,75,130,126,139,123,107,98,170,212,156,101,91,84,139,129,134,151,185,184,147,229,205,210,159,123,175,97,108,26,90,35,40,62,78,2,53,55,62,57,61,59,53,60,49,52,50,34,67,32,20,14,33,32,20,39,22,26,27,32,25,24,21,30,19,18,18,6,8,9,9,6,9,9,6,6,2
upplysnings, fredrik,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
upplysningen, fredrik,12,25,17,10,6,10,10,17,19,21,21,12,14,11,19,14,9,10,8,7,11,10,9,15,11,24,20,6,22,7,17,13,16,7,8,29,14,14,14,9,23,27,29,26,43,41,33,35,32,43,38,26,26,28,20,9,20,7,12,14,10,0,9,13,7,10,16,11,15,13,8,8,9,4,4,0,5,2,2,7,4,5,5,9,0,6,4,3,5,4,3,3,0,0,2,3,0,0,2,0,1,1,1
upplysningens, fredrik,2,6,5,3,2,2,1,2,12,4,3,5,3,8,3,3,4,1,2,6,1,2,0,3,2,4,9,3,2,1,4,3,1,2,3,2,3,1,4,2,5,1,2,1,3,2,1,0,5,3,0,1,0,4,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
propaganda, fredrik,8,31,25,51,21,25,71,68,29,67,93,50,72,103,136,54,47,44,17,45,66,66,90,59,71,146,98,79,120,77,124,68,99,41,97,87,49,95,74,111,84,65,100,90,107,105,52,107,96,97,79,58,87,83,50,11,32,14,31,53,52,4,45,54,27,32,34,33,21,20,20,24,27,28,34,26,11,19,9,13,4,9,12,7,6,25,19,19,9,5,4,5,7,9,3,14,19,29,19,23,19,19,2
propagandas, fredrik,0,0,0,0,0,0,9,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
propagandan, fredrik,5,3,7,10,7,2,32,10,5,11,25,14,36,88,59,22,19,5,5,9,17,19,38,10,13,35,57,55,53,24,32,23,35,11,31,39,15,27,27,31,50,27,31,24,32,23,13,30,33,20,16,27,20,17,15,4,13,2,21,17,10,3,17,28,18,20,18,11,12,11,5,6,6,5,8,2,3,8,3,6,3,0,4,2,2,2,0,2,0,6,1,1,0,0,2,5,5,3,6,3,1,1,0
propagandans, fredrik,0,0,0,0,0,0,5,1,1,0,0,0,0,0,5,3,0,1,1,0,0,4,2,1,1,6,5,2,1,5,2,0,2,2,3,4,1,1,2,0,5,2,5,5,1,1,0,1,1,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
